text,cleaned_text,label,split,post_id
<user> hey joo phebus you have still never explained your ties to jew lawyers and liberal actvists like diversity law group all you had to do is explain but you refuse but you demand others explain things to you you are such a textbook heeb operative just poorly trained,user hey joo phebus still never explained tie jew lawyer liberal actvists like diversity law group explain refuse demand others explain thing textbook heeb operative poorly trained,Jewish,test,25893116_gab
<user> white people stole the land so you ’ re an immigrant,user white people stole land immigrant,White,test,1189699418867556352_twitter
these guys r more interested in placating a mob than in free speech <user> kessler <number> c ville city council he stood up <number> white people called the shouters the anti white kk <happy> city council mbr he close <number> hate speech scattered sheboon outbursts w heavy ebonics downpour thru out,guy interested placating mob free speech user kessler number ville city council stood number white people called shouter anti white happy city council mbr close number hate speech scattered sheboon outburst heavy ebonics downpour thru,White,test,16392501_gab
<user> given that he <percent> of the globalists top <percent> are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,user given percent globalists top percent kikescum dictatorship ruling american largely comprised jewfilth pervert criminal pace wikileaks powerful banking faction mostly ratfaced yid,Jewish,test,1520595_gab
the heeb fears the muramasa,heeb fear muramasa,General,test,20318223_gab
shut this billionaire bugatti brick this nigger pole,shut billionaire bugatti brick nigger pole,African,test,1177801777154052096_twitter
interesting do you know a lot of jewish women in real life,interesting know lot jewish woman real life,Jewish,test,13243837_gab
that the future face of the country is a dumb sexually confused hyperliberal negro should surprise no one,future face country dumb sexually confused hyperliberal negro surprise one,African,test,14330454_gab
that nigger does not need another reason to hang,nigger need another reason hang,African,test,10706335_gab
i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,triggered cry vote bet mini would white nigger as,African,test,24430545_gab
you are obviously stupid so you would not understand if you truly believe physical force is justified at this time why are not you shooting blacks or mexicans in the ghetto you do not really believe in what you are saying cuck,obviously stupid would understand truly believe physical force justified time shooting black mexican ghetto really believe saying cuck,African,test,14723646_gab
<user> conversano seen by some as controlled opposition advocates frontal clash risks civil war whereas the french white population has no weapons contrary to the heavily armed ghettos good idea,user conversano seen controlled opposition advocate frontal clash risk civil war whereas french white population weapon contrary heavily armed ghetto good idea,White,test,2984501_gab
using gas lighting propaganda for you horrible white southerners meant nothing real,using gas lighting propaganda horrible white southerner meant nothing real,White,test,10883257_gab
can you guys say nigger without getting arrested lol,guy say nigger without getting arrested lol,African,test,22626955_gab
i guess she will be blaming that on russia too and white women and comey and well you get the point,guess blaming russia white woman comey well get point,White,test,21799978_gab
lol the only things an african has ever invented is peanut butter like wow we really couldnt live with out that meanwhile white people and asians have invented practically everything in the modern world,lol thing african ever invented peanut butter like wow really couldnt live meanwhile white people asian invented practically everything modern world,African,test,13799050_gab
